timestamp,x,y,left_button_holding,right_button_holding
1723777883.560263,-3585,234,True,False
1723777883.56227,-3616,270,True,False
1723777883.563262,-3647,342,True,False
1723777883.565266,-3717,231,True,False
1723777883.566261,-3787,156,True,False
1723777883.567262,-3877,81,True,False
1723777883.568258,-3967,78,True,False
1723777883.569251,-3840,148,True,False
1723777883.570245,-3713,254,True,False
1723777883.571251,-3586,177,True,False
1723777883.572247,-3498,100,True,False
1723777883.573242,-3410,95,True,False
1723777883.574245,-3360,163,True,False
1723777883.575246,-3310,47,True,False
1723777883.576245,-3280,-69,True,False
1723777883.577246,-3250,-149,True,False
1723777883.578246,-3220,-156,True,False
1723777883.579243,-3229,-163,True,False
1723777883.580245,-3238,-134,True,False
1723777883.581255,-3286,-32,True,False
1723777883.582246,-3334,-114,True,False
1723777883.58426,-3401,-123,True,False
1723777883.585251,-3468,-96,True,False
1723777883.58625,-3574,-69,True,False
1723777883.587269,-3680,30,True,False
1723777883.589276,-3569,-90,True,False
1723777883.590262,-3458,-138,True,False
1723777883.591267,-3367,-186,True,False
1723777883.59227,-3276,-161,True,False
1723777883.593269,-3185,-100,True,False
1723777883.594269,-3133,-39,True,False
1723777883.595265,-3081,-162,True,False
1723777883.596252,-3068,-212,True,False
1723777883.598253,-3074,-226,True,False
1723777883.599261,-3080,-167,True,False
1723777883.604203,-3125,-108,True,False
1723777883.604259,-3170,-233,True,False
1723777883.604275,-3215,-322,True,False
1723777883.604291,-3299,-338,True,False
1723777883.604304,-3422,-354,True,False
1723777883.605247,-3545,-298,True,False
1723777883.60625,-3451,-425,True,False
1723777883.607251,-3357,-516,True,False
1723777883.609268,-3282,-534,True,False
1723777883.61025,-3246,-480,True,False
1723777883.612284,-3249,-390,True,False
1723777883.613249,-3252,-483,True,False
1723777883.61426,-3294,-504,True,False
1723777883.615249,-3336,-452,True,False
1723777883.61626,-3398,-400,True,False
1723777883.617257,-3498,-276,True,False
1723777883.618247,-3598,-371,True,False
1723777883.619246,-3481,-394,True,False
1723777883.621249,-3403,-344,True,False
1723777883.622248,-3325,-258,True,False
1723777883.623246,-3267,-172,True,False
1723777883.624263,-3248,-270,True,False
1723777883.625248,-3229,-295,True,False
1723777883.626255,-3249,-175,True,False
1723777883.62725,-3308,-55,True,False
1723777883.628245,-3367,-119,True,False
1723777883.629247,-3465,-110,True,False
1723777883.631266,-3345,-65,True,False
1723777883.63224,-3245,52,True,False
1723777883.634258,-3145,-14,True,False
1723777883.63525,-3084,-44,True,False
1723777883.636244,-3062,-1,True,False
1723777883.638265,-3040,114,True,False
1723777883.63925,-3057,9,True,False
1723777883.641251,-3093,-23,True,False
1723777883.642251,-3168,17,True,False
1723777883.644283,-3282,130,True,False
1723777883.645251,-3396,23,True,False
1723777883.646309,-3274,-84,True,False
1723777883.647253,-3152,-118,True,False
1723777883.649233,-3069,-152,True,False
1723777883.649261,-2986,-150,True,False
1723777883.651258,-2922,-76,True,False
1723777883.652252,-2897,-185,True,False
1723777883.653242,-2872,-258,True,False
1723777883.654248,-2886,-331,True,False
1723777883.655245,-2900,-331,True,False
1723777883.656245,-2953,-259,True,False
1723777883.657251,-3045,-187,True,False
1723777883.658245,-3137,-298,True,False
1723777883.659243,-3248,-409,True,False
1723777883.660242,-3359,-484,True,False
1723777883.661247,-3253,-559,True,False
1723777883.665817,-3147,-562,True,False
1723777883.665898,-3080,-492,True,False
1723777883.665918,-3033,-386,True,False
1723777883.666259,-3025,-280,True,False
1723777883.667256,-3017,-357,True,False
1723777883.668254,-3047,-362,True,False
1723777883.670263,-3116,-294,True,False
1723777883.671248,-3205,-226,True,False
1723777883.673286,-3294,-122,True,False
1723777883.674279,-3422,-202,True,False
1723777883.676284,-3313,-245,True,False
1723777883.678274,-3243,-216,True,False
1723777883.680261,-3193,-151,True,False
1723777883.68228,-3162,-86,True,False
1723777883.683247,-3170,-204,True,False
1723777883.685252,-3178,-286,True,False
1723777883.686245,-3206,-368,True,False
1723777883.687246,-3234,-377,True,False
1723777883.688263,-3301,-386,True,False
1723777883.689246,-3406,-323,True,False
1723777883.692273,-3531,-224,True,False
1723777883.693247,-3439,-125,True,False
1723777883.696124,-3347,-209,True,False
1723777883.696187,-3274,-293,True,False
1723777883.697258,-3240,-305,True,False
1723777883.69927,-3226,-280,True,False
1723777883.702264,-3231,-219,True,False
1723777883.704273,-3275,-122,True,False
1723777883.706269,-3339,-25,True,False
1723777883.707298,-3403,-111,True,False
1723777883.70826,-3486,-197,True,False
1723777883.709288,-3569,-247,True,False
1723777883.715248,-3691,-297,True,False
1723777883.724549,-3576,-275,True,False
1723777883.724609,-3500,-216,True,False
1723777883.726394,-3444,-341,True,False
1723777883.726448,-3407,-466,True,False
1723777883.726466,-3370,-555,True,False
1723777883.726481,-3372,-571,True,False
1723777883.726495,-3413,-587,True,False
1723777883.726508,-3454,-567,True,False
1723777883.727261,-3515,-547,True,False
1723777883.728259,-3576,-455,True,False
1723777883.731259,-3676,-363,True,False
1723777883.733283,-3795,-490,True,False
1723777883.735261,-3678,-617,True,False
1723777883.736252,-3561,-708,True,False
1723777883.737263,-3483,-799,True,False
1723777883.738261,-3405,-818,True,False
1723777883.740279,-3346,-837,True,False
1723777883.741254,-3326,-783,True,False
1723777883.743248,-3306,-693,True,False
1723777883.744254,-3305,-603,True,False
1723777883.745245,-3343,-696,True,False
1723777883.748259,-3420,-717,True,False
1723777883.750321,-3517,-702,True,False
1723777883.752278,-3633,-687,True,False
1723777883.753257,-3749,-635,True,False
1723777883.754262,-3648,-583,True,False
1723777883.755261,-3547,-459,True,False
1723777883.757283,-3466,-555,True,False
1723777883.759268,-3404,-651,True,False
1723777883.76026,-3342,-674,True,False
1723777883.762297,-3319,-697,True,False
1723777883.76326,-3296,-684,True,False
1723777883.764263,-3293,-671,True,False
1723777883.766283,-3328,-658,True,False
1723777883.767271,-3363,-572,True,False
1723777883.768286,-3437,-450,True,False
1723777883.77028,-3531,-328,True,False
1723777883.771318,-3625,-390,True,False
1723777883.772265,-3502,-452,True,False
1723777883.773261,-3379,-477,True,False
1723777883.775264,-3275,-502,True,False
1723777883.776259,-3210,-455,True,False
1723777883.778269,-3165,-408,True,False
1723777883.779261,-3159,-288,True,False
1723777883.780264,-3153,-352,True,False
1723777883.782303,-3186,-380,True,False
1723777883.784268,-3238,-371,True,False
1723777883.785262,-3310,-362,True,False
1723777883.78728,-3420,-281,True,False
1723777883.793142,-3294,-200,True,False
1723777883.793229,-3168,-83,True,False
1723777883.793268,-3081,34,True,False
1723777883.793295,-2994,-32,True,False
1723777883.793316,-2926,-98,True,False
1723777883.794247,-2897,-92,True,False
1723777883.796265,-2907,-49,True,False
1723777883.798251,-2937,66,True,False
1723777883.799244,-3006,181,True,False
1723777883.800245,-3075,76,True,False
1723777883.801267,-3163,-29,True,False
1723777883.803256,-3290,-61,True,False
1723777883.804252,-3200,-21,True,False
1723777883.805241,-3149,19,True,False
1723777883.807271,-3117,96,True,False
1723777883.808308,-3124,-11,True,False
1723777883.810256,-3151,-45,True,False
1723777883.812274,-3217,-79,True,False
1723777883.813246,-3302,-77,True,False
1723777883.815282,-3387,-3,True,False
1723777883.816253,-3511,71,True,False
1723777883.817251,-3418,-38,True,False
1723777883.819262,-3345,-111,True,False
1723777883.820249,-3310,-184,True,False
1723777883.82125,-3275,-184,True,False
1723777883.822247,-3279,-112,True,False
1723777883.824251,-3303,-40,True,False
1723777883.825242,-3327,68,True,False
1723777883.826246,-3390,-7,True,False
1723777883.827252,-3492,-82,True,False
1723777883.829281,-3594,-85,True,False
1723777883.830251,-3479,-51,True,False
1723777883.832273,-3383,-17,True,False
1723777883.833247,-3287,53,True,False
1723777883.834275,-3230,-61,True,False
1723777883.836273,-3212,-175,True,False
1723777883.837251,-3194,-216,True,False
1723777883.83926,-3176,-221,True,False
1723777883.840257,-3178,-226,True,False
1723777883.841255,-3180,-158,True,False
1723777883.842243,-3220,-90,True,False
1723777883.84324,-3260,14,True,False
1723777883.844245,-3300,-66,True,False
1723777883.845243,-3360,-146,True,False
1723777883.847276,-3459,-153,True,False
1723777883.849273,-3558,-124,True,False
1723777883.851268,-3676,-59,True,False
1723777883.853252,-3558,43,True,False
1723777883.855272,-3440,-39,True,False
1723777883.857251,-3361,-85,True,False
1723777883.859272,-3282,-95,True,False
1723777883.860245,-3222,-105,True,False
1723777883.861248,-3162,-42,True,False
1723777883.863273,-3102,57,True,False
1723777883.864249,-3062,156,True,False
1723777883.865256,-3022,72,True,False
1723777883.866257,-3021,-12,True,False
1723777883.867929,-3020,-60,True,False
1723777883.869254,-3019,-36,True,False
1723777883.871249,-3018,25,True,False
1723777883.872245,-3036,86,True,False
1723777883.874251,-3093,183,True,False
1723777883.87525,-3150,96,True,False
1723777883.878277,-3207,46,True,False
1723777883.879248,-3264,68,True,False
1723777883.880247,-3360,90,True,False
1723777883.881268,-3456,148,True,False
1723777883.882263,-3571,206,True,False
1723777883.883247,-3686,81,True,False
1723777883.884256,-3801,-8,True,False
1723777883.886247,-3916,-24,True,False
1723777883.888252,-3795,-4,True,False
1723777883.890262,-3713,52,True,False
1723777883.891295,-3631,-75,True,False
1723777883.89327,-3549,-166,True,False
1723777883.894254,-3486,-257,True,False
1723777883.895255,-3423,-276,True,False
1723777883.897268,-3399,-258,True,False
1723777883.898256,-3375,-168,True,False
1723777883.901263,-3351,-42,True,False
1723777883.902262,-3347,84,True,False
1723777883.90325,-3343,27,True,False
1723777883.905278,-3358,6,True,False
1723777883.907287,-3373,58,True,False
1723777883.909267,-3427,146,True,False
1723777883.910255,-3481,270,True,False
1723777883.912313,-3555,211,True,False
1723777883.916543,-3629,188,True,False
1723777883.917266,-3703,201,True,False
1723777883.918253,-3816,214,True,False
1723777883.919247,-3929,300,True,False
1723777883.921257,-3805,386,True,False
1723777883.922287,-3681,508,True,False
1723777883.926276,-3576,410,True,False
1723777883.928265,-3471,348,True,False
1723777883.932264,-3386,286,True,False
1723777883.933259,-3301,297,True,False
1723777883.935253,-3216,344,True,False
1723777883.938262,-3150,391,True,False
1723777883.93926,-3084,474,True,False
1723777883.942269,-3018,374,True,False
1723777883.948056,-2972,310,True,False
1723777883.951309,-2945,282,True,False
1723777883.954273,-2918,291,True,False
1723777883.959304,-2891,336,True,False
1723777883.962261,-2884,381,True,False
1723777883.964258,-2877,462,True,False
1723777883.968257,-2889,543,True,False
1723777883.97025,-2901,660,True,False
1723777883.979281,-2913,558,True,False
1723777883.986272,-2925,492,True,False
1723777883.999362,-2937,462,True,False
1723777884.004346,-2949,468,True,False
1723777884.011328,-2961,511,True,False
1723777884.014313,-2973,590,True,False
1723777884.021383,-2985,705,True,False
1723777884.024262,-2997,600,True,False
1723777884.029301,-3009,532,True,False
1723777884.033318,-3021,500,True,False
1723777884.038734,-3033,504,True,False
1723777884.042264,-3045,544,True,False
1723777884.047294,-3057,621,True,False
1723777884.05227,-3069,734,True,False
1723777884.056266,-3081,627,True,False
1723777884.062337,-3093,556,True,False
1723777884.067299,-3105,522,True,False
1723777884.072278,-3137,488,True,False
1723777884.075282,-3169,490,True,False
1723777884.080288,-3201,528,True,False
1723777884.085256,-3233,602,True,False
1723777884.086247,-3304,676,True,False
1723777884.090248,-3375,787,True,False
1723777884.09525,-3446,678,True,False
1723777884.099265,-3517,605,True,False
1723777884.103277,-3588,568,True,False
1723777884.10432,-3678,531,True,False
1723777884.10825,-3768,531,True,False
1723777884.11126,-3878,531,True,False
1723777884.112246,-3988,603,True,False
1723777884.116254,-4098,711,True,False
1723777884.119254,-4208,600,True,False
1723777884.120242,-4081,489,True,False
1723777884.123273,-3954,414,True,False
1723777884.126262,-3847,375,True,False
1723777884.129283,-3740,372,True,False
1723777884.131255,-3652,369,True,False
1723777884.133261,-3564,402,True,False
1723777884.13526,-3476,472,True,False
1723777884.136254,-3427,542,True,False
1723777884.13725,-3378,428,True,False
1723777884.140281,-3348,350,True,False
1723777884.142256,-3318,345,True,False
1723777884.143248,-3308,340,True,False
1723777884.145309,-3298,371,True,False
1723777884.14631,-3327,402,True,False
1723777884.148823,-3356,506,True,False
1723777884.148856,-3404,610,True,False
1723777884.149249,-3452,494,True,False
1723777884.150251,-3500,450,True,False
1723777884.151245,-3587,406,True,False
1723777884.153257,-3694,362,True,False
1723777884.154248,-3801,355,True,False
1723777884.156269,-3908,420,True,False
1723777884.157252,-3798,485,True,False
1723777884.159257,-3707,586,True,False
1723777884.16227,-3636,687,True,False
1723777884.163245,-3565,605,True,False
1723777884.165256,-3533,523,True,False
1723777884.167261,-3501,477,True,False
1723777884.168248,-3488,431,True,False
1723777884.170264,-3475,421,True,False
1723777884.172263,-3482,411,True,False
1723777884.173246,-3527,401,True,False
1723777884.174245,-3572,464,True,False
1723777884.176276,-3617,563,True,False
1723777884.177346,-3682,662,True,False
1723777884.179245,-3766,761,True,False
